ticket_id,created_at,title,description,priority,status,category,platform,device_type,country,service,assigned_team,error_code,resolved_at,incident_id,is_isolated,is_duplicate
T000623,2026-01-25 14:52:00,Customers see not subscribed message,Entitlement validation incorrectly reports that users do not have a subscription.,High,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 22:39:00,INC0011,False,False
T000285,2026-01-21 09:23:00,Missing programme information,The EPG contains empty schedule slots and has not refreshed correctly.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-21 10:03:00,INC0017,False,False
T000845,2026-03-09 16:51:00,DRM error on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-09 17:57:00,INC0040,False,False
T000435,2026-06-25 14:44:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 17:08:00,INC0024,False,False
T000154,2026-06-17 17:06:00,Live TV fails on tvOS Please investigate.,tvOS clients are unable to initialize playback for live content.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-17 17:55:00,INC0028,False,False
T000076,2026-06-05 20:48:00,401 when signing in on Android,Authentication requests from Android are rejected with 401 responses.,Low,Open,Metadata,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0021,False,False
T000731,2026-02-09 12:39:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 14:18:00,INC0043,False,False
T000447,2026-06-04 09:00:00,Chromecast cannot start stream,Customers cannot start VOD playback through Chromecast.,Medium,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0012,False,False
T000189,2026-02-28 03:00:00,DRM error on Samsung clients Please investigate.,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,Medium,Open,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0025,False,False
T000272,2026-01-21 08:51:00,EPG data missing,Customers cannot see programme titles for multiple live channels.,High,Open,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0017,False,False
T000237,2026-06-04 11:48:00,Unable to cast VOD,Chromecast sessions terminate unexpectedly during stream startup.,Medium,In Progress,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0012,False,False
T000488,2026-04-09 15:02:00,401 when signing in on Android,Authentication requests from Android are rejected with 401 responses.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 16:33:00,INC0035,False,False
T000118,2026-02-11 15:06:00,Chromecast playback fails,Chromecast sessions terminate unexpectedly during stream startup.,High,Open,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0019,False,False
T000944,2026-01-03 10:54:00,Subtitle preference reset Please investigate.,Subtitle langage preference resets after application restart.,Medium,In Progress,Other,Android,Smart TV,SE,Other,Customer Support,,,,True,False
T000513,2026-04-08 09:17:00,Authentication error on mobile,The Android application does not complete login for multiple customers.,High,Closed,CDN,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 19:55:00,INC0018,False,False
T000826,2026-05-16 09:50:00,Playbak timeout on STB,Timeout errors are increasing for Android TV live sessions.,Medium,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 19:43:00,INC0036,False,False
T000592,2026-01-21 19:34:00,Subscription authorization denied,Valid subscribers receive an authorization denied response.,Low,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0014,False,False
T000127,2026-04-08 09:17:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Open,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0018,False,False
T000117,2026-06-13 19:04:00,EPG data missing,The EPG contains empty schedule slots and has not refreshe correctly.,Critical,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 23:21:00,INC0042,False,False
T000474,2026-01-13 00:40:00,Login failing in Android app,Login attempts fail on Android mobile devices after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 10:55:00,INC0016,False,False
T000694,2026-01-21 11:31:00,EPG data missing,TV guide metadata appears stale or missing across supported devices.,Low,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-21 14:54:00,INC0017,False,False
T000058,2026-06-13 16:54:00,Missing programme information Please investigate.,Programme guide data is missing for several channels in Norway.,Medium,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 04:04:00,INC0042,False,False
T000864,2026-04-25 00:31:00,Subtitle preference reset,Subtitle language preference resets after application restart. Please investigate.,Medium,Resolved,Other,Tizen,Browser,DK,Other,Customer Support,,,,True,False
T000913,2026-05-05 02:30:00,Remote control issue,One customer reports that the remote control is not responding.,High,In Progress,Other,Tizen,Browser,SE,Other,Customer Support,,,,True,False
T000370,2026-03-28 05:23:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0010,False,False
T000269,2026-01-02 07:57:00,TV guide has empty slots,The EPG contains empty schedule slots and has not refreshed correctly.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-01-02 08:24:00,INC0008,False,False
T000047,2026-06-05 23:20:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid crdentials.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 07:44:00,INC0021,False,False
T000350,2026-06-13 16:56:00,EPG not updating,The EPG contains empty schedule slots and has not refreshed correctly.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 22:25:00,INC0042,False,False
T000196,2026-01-29 14:47:00,Black screen when starting live TV,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,High,Resolved,Network,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-30 02:01:00,INC0046,False,False
T001000,2026-05-10 04:58:00,Slow video delivery from CDN,VOD sessions show a significant increase in buffering for users in Denmark.,Medium,In Progress,Authorization,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0041,False,True
T000835,2026-03-03 01:45:00,EPG not updating,TV guide metadata appears stale or missing across supported devices.,Medium,Open,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0047,False,False
T000737,2026-06-01 15:28:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-01 16:19:00,INC0004,False,False
T000264,2026-01-13 03:19:00,Login failing in Android app,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0033,False,False
T000444,2026-02-09 15:13:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,CDN,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-10 01:45:00,INC0043,False,False
T000676,2026-05-30 13:45:00,Entitlement check failing,Content access is bloked even though the subscription is active.,Low,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-05-30 18:02:00,INC0031,False,False
T000305,2026-01-29 12:10:00,Playback fails on Samsung TV Please investigate.,Playback is failing on Tizen devices. Users report a black screen and DRM errors.,Medium,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0046,False,False
T000342,2026-06-21 09:39:00,Apple TV plyback does not start,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-21 18:56:00,INC0020,False,False
T000967,2026-06-05 23:10:00,Login failing in Android app,The Android application does not complete login for multiple users.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 05:48:00,INC0021,False,True
T000150,2026-04-09 12:47:00,Android users cannot log in,Customers using the Android app are unable to sign in and receive HTTP 401.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-09 19:15:00,INC0035,False,False
T000125,2026-02-11 13:06:00,Chromecast cannot start stream,Chromecast sessions terminate unexpectedly during stream startup.,High,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-02-11 16:30:00,INC0019,False,False
T000787,2026-06-21 10:18:00,Player startup failure Apple TV,Playback requests on tvOS are ccepted but video never starts. Please investigate.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-21 13:06:00,INC0020,False,False
T000051,2026-06-04 09:34:00,Chromecast cannot start stream,Casting begins but the session disconnects before video starts.,Critical,Open,Network,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,,INC0012,False,False
T000354,2026-03-09 18:58:00,Black screen when starting live TV Please investigate.,Live TV does not start on Samsung televisions. The client reports DRM authorization failure.,Medium,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-03-10 02:11:00,INC0040,False,False
T000928,2026-03-20 06:52:00,Profile avatar not saved,A user cannot save a new profile avatar.,High,In Progress,Other,iOS,Browser,NO,Other,Customer Support,,,,True,False
T000143,2026-05-16 12:35:00,Playback timeout on STB,Android TV set-top boxes report connection timeouts while starting live channels.,Medium,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 19:19:00,INC0036,False,False
T000471,2026-03-28 06:04:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-03-28 13:17:00,INC0010,False,False
T000400,2026-02-27 05:08:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 14:39:00,INC0002,False,False
T000626,2026-02-27 06:04:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 11:38:00,INC0002,False,False
T000321,2026-02-27 07:09:00,Player startup failure Apple TV,Playback requests on tvOS are accepted but video never starts.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0002,False,False
T000020,2026-01-29 14:54:00,DRM issu on Samsung devices,Playback is failing on Tizen devices. Users report a black screen and DRM issues. Please investigate.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-01-29 21:47:00,INC0046,False,False
T000810,2026-02-09 15:27:00,Player startup failure Apple TV Please investigate.,tvOS clients are unable to initialize streaming for live content.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 21:37:00,INC0043,False,False
T000791,2026-05-27 01:51:00,Player startup failure Apple TV,Customers report player startup failures on Apple TV devices.,,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-27 04:46:00,INC0027,False,False
T000809,2026-02-06 09:02:00,Playback timeout on STB,Set-top boxes lose the streaming connection shortly after playback starts.,Medium,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 17:06:00,INC0029,False,False
T000408,2026-05-26 23:47:00,Live TV fails on tvOS,Live channels do not start on Apple TV. The player remains on a black screen.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0027,False,False
T000538,2026-06-14 10:25:00,EPG data missing,TV guide metadata appears stale or missing across supported devices.,High,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 17:43:00,INC0038,False,False
T000621,2026-06-25 14:15:00,Live TV fails o tvOS,Customers report player startup failures on Apple TV devices. Please investigate.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 21:55:00,INC0024,False,False
T000039,2026-01-25 15:16:00,Subscription authorization denied,Content access is blocked even though the subscription is active.,Low,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 20:50:00,INC0011,False,False
T000176,2026-02-11 17:50:00,Apple TV playback does not start,Customers report player startup failures on Apple TV clients.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0022,False,False
T000246,2026-05-30 14:46:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,Critical,Open,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,,INC0031,False,False
T000829,2026-06-14 11:49:00,EPG not updating,Customers cannot see programme titles for multiple live channels.,Medium,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 22:51:00,INC0038,False,False
T000668,2026-06-13 17:05:00,Missing programme information,Programme guide data is missing for several channels in Norway.,Medium,Resolved,Playback,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 23:06:00,INC0042,False,False
T000755,2026-05-10 04:24:00,Customers report repeated buffering,Video delivery is slow and startup time has increased for browser clients.,High,Closed,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-10 15:02:00,INC0041,False,False
T000859,2026-05-22 05:42:00,Profile avatar not saved,A user cannot save a new profile avatar.,High,Resolved,Other,Android,Smart TV,SE,Other,Customer Support,,,,True,False
T000155,2026-06-25 12:16:00,Player startup failure Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-25 15:57:00,INC0024,False,False
T000288,2026-06-03 13:42:00,Samsung playback returns 403,Several customers cannot start streaming on Samsung Smart TVs. DRM authorization returns error 403.,High,In Progress,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,,INC0045,False,False
T000603,2026-02-28 03:21:00,Samsung playback returns 403,Live TV does not start on Samsung televisions. The client reports DRM authorization failure.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-02-28 09:07:00,INC0025,False,False
T000570,2026-06-25 02:48:00,Playback fails on Samsung TV,Users on Samsung Smart TV are unable to play content. Error 403 is observed during DRM validation.,High,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-25 07:56:00,INC0037,False,False
T000744,2026-06-25 00:00:00,Black screen when starting live TV,Live TV does not start on Samsung televisions. The client reports DRM authorization failure.,Critical,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-25 07:44:00,INC0037,False,False
T000018,2026-02-11 12:15:00,Cast session disconnects,Chromecast sessions terminate unexpectedly during stream startup.,Medium,Resolved,Casting,Chromecast,Casting Device,DK,VOD,OTT Playback,CAST_FAIL,2026-02-11 19:55:00,INC0019,False,False
T000128,2026-06-24 01:39:00,Login failing in Android app,Authentication requests from Android are rejected with 401 responses.,High,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0003,False,False
T000323,2026-05-21 05:53:00,Stream timeout on set-top boxes,Live playback fails intermittently due to upstream timeout errors.,Medium,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-21 17:24:00,INC0050,False,False
T000256,2026-04-08 12:04:00,Authentication error on mobile,Authentication requests from Android are rejected with 401 responses.,Medium,In Progress,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0018,False,False
T000658,2026-06-14 00:54:00,Missing programm information,Customers cannot see programme titles for multiple live channels.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 05:37:00,INC0023,False,False
T000965,2026-05-21 07:18:00,Live TV timeout on Android TV,Timeout errors are increasing for Android TV live sessions.,Medium,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-21 12:25:00,INC0050,False,True
T000191,2026-06-14 01:00:00,TV guide has empty slots,Customers cannot see programme titles for multiple live channels.,,In Progress,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0023,False,False
T000116,2026-05-19 20:15:00,VOD playback buffering in Denmark,A high buffering ratio is observed across VOD sessions served by the primary CDN.,Low,Open,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,,INC0044,False,False
T000617,2026-06-13 20:34:00,EPG not updating,The EPG contains empty schedule slots and has not refreshed correctly.,Low,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-13 23:17:00,INC0042,False,False
T000607,2026-06-25 11:29:00,Apple TV playback does not start,tvOS clients are unable to initialize playback for live content.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0024,False,False
T000181,2026-01-12 23:01:00,Login failing in Android app,The Android application does not complete login for multiple customers.,Low,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 07:44:00,INC0016,False,False
T000302,2026-06-25 14:11:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,Medium,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0024,False,False
T000760,2026-06-17 15:54:00,Player startup failure Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-06-17 19:30:00,INC0028,False,False
T000713,2026-02-05 17:43:00,Apple TV playback does not start,Live channels do not start on Apple TV. The player remains on a black screen.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0032,False,False
T000724,2026-02-06 09:42:00,Android TV loses connection,Live streaming fails intermittently due to upstream timeout errors.,High,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-02-06 18:10:00,INC0029,False,False
T000686,2026-01-08 03:00:00,Android users cannot log in Please investigate.,Authentication requests from Android are rejected with 401 responses.,Medium,Closed,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 07:35:00,INC0001,False,False
T000980,2026-01-08 01:43:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Low,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 04:22:00,INC0001,False,True
T000518,2026-06-01 14:36:00,Authentication error on mobile,Customers using the Android app are unable to sign in and receive HTTP 401. Please investigate.,High,Open,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0004,False,False
T000985,2026-06-05 22:35:00,Android users cannot log in,The Android application does not complete login for multiple customers.,Critical,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-06 01:24:00,INC0021,False,True
T000046,2026-02-09 13:53:00,Black screen on Apple TV,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-09 16:45:00,INC0043,False,False
T000910,2026-03-03 12:19:00,Profile avatar not saved,A use cannot save a new profile avatar.,Medium,Open,Other,Web,Mobile,SE,Other,Customer Support,,,,True,False
T000158,2026-02-28 04:14:00,Samsung playback returns 403,Users on Samsung Smart TV are unale to play content. Error 403 is observed during DRM validation.,Medium,Resolved,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-02-28 13:11:00,INC0025,False,False
T000852,2026-06-04 16:18:00,Subtitle preference reset,Subtitle language preference resets afer application restart.,High,In Progress,Other,iOS,Mobile,DK,Other,Customer Support,,,,True,False
T000172,2026-06-25 14:52:00,Black screen on Apple TV,Live channels do not start on Aple TV. The player remains on a black screen. Please investigate.,Medium,In Progress,Authorization,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0024,False,False
T000017,2026-01-13 04:28:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 16:10:00,INC0033,False,False
T000512,2026-01-13 05:20:00,Authentication error on mobile Please investigate.,Customers using the Android app are unable to sign in and receive HTTP 401.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-13 14:59:00,INC0033,False,False
T000049,2026-05-19 20:37:00,Slow video delivery from CDN,VOD sessions show a significant increase in buffering for customers in Denmark.,Medium,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-20 06:03:00,INC0044,False,False
T000972,2026-06-24 01:18:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 06:11:00,INC0003,False,True
T000941,2026-01-13 08:05:00,Search spelling result,Search gives an unexpected result for one misspelled title.,Medium,Resolved,Other,Android,Smart TV,DK,Other,Customer Support,,,,True,False
T000516,2026-02-27 07:12:00,Live TV fails on tvOS,Playback requests on tvOS are accepted but video never starts.,Medium,Closed,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-27 08:04:00,INC0002,False,False
T000953,2026-03-29 08:23:00,Subscribed users cannot access content,Customers with an active subscription are denied access to entitled content.,High,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-03-29 13:54:00,INC0009,False,True
T000481,2026-01-25 14:55:00,Subscription authorization denied,Entitlement validation incorrectly reports that users do not have a subscription.,Medium,Resolved,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-25 15:40:00,INC0011,False,False
T000284,2026-02-05 17:47:00,Apple TV playback does not start Please investigate.,Customers report player startup failures on Apple TV devices.,Medium,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-05 22:23:00,INC0032,False,False
T000719,2026-05-16 08:51:00,Stream timeout on set-top boxes,Timeout errors are increasing for Android TV live sessions.,Medium,Open,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0036,False,False
T000878,2026-02-06 23:48:00,Subtitle preference reset,Subtitle language preference resets after application restart.,Medium,Resolved,Other,Web,Mobile,NO,Other,Customer Support,,,,True,False
T000226,2026-05-24 18:31:00,Apple TV playback does not start,Customers report player startup failures on Apple TV devices.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-05-24 23:21:00,INC0030,False,False
T000027,2026-01-12 22:05:00,Login failing in Android app,The Android application does not complete login for multiple customers.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-12 22:45:00,INC0016,False,False
T000955,2026-02-11 18:39:00,Black screen on Apple TV,Live channels do not start on Apple TV. The player remains on a black screen.,Low,In Progress,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,,INC0022,False,True
T000438,2026-01-08 00:59:00,Authentication error on mobile,Login attempts fail on Android mobile devices after entering valid credentials.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-01-08 04:43:00,INC0001,False,False
T000952,2026-01-21 18:43:00,Customers see not subscribed message,Content access is blocked even though the subscription is active.,High,Closed,Authorization,All,All,DK,Subscription,Entitlements,ENTITLEMENT_DENIED,2026-01-22 02:19:00,INC0014,False,True
T000365,2026-06-14 02:11:00,Missing programme information,TV guide metadata appears stale or missing across supported devices.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 09:53:00,INC0023,False,False
T000230,2026-03-03 03:39:00,Missing programme information,TV guide metadata appears stale or missing across supported devices.,Medium,Closed,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-03-03 07:48:00,INC0047,False,False
T000038,2026-06-24 00:56:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 06:11:00,INC0003,False,False
T000966,2026-06-03 12:12:00,Samsung playback returns 403,Several customers cannot start playback on Samsung Smart TVs. DRM authorization returns error 403.,High,Closed,DRM,Tizen,Smart TV,DK,Live TV,OTT Playback,DRM_403,2026-06-03 12:28:00,INC0045,False,True
T000375,2026-06-13 19:28:00,TV guide has empty slots Please investigate.,The EPG contains empty schedule slots and has not refreshed corectly.,Low,Resolved,CDN,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-06-14 04:43:00,INC0042,False,False
T000470,2026-06-13 17:16:00,Missing programme information,Customers cannot see programme titles for multiple live channels.,Critical,Open,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,,INC0042,False,False
T000968,2026-04-08 09:46:00,401 when signing in on Android,Login attempts fail on Android mobile devices after entering valid credentials.,High,Open,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,,INC0018,False,True
T000851,2026-04-29 06:57:00,Profile avatar not saved,A user cannot save a new profile avatar.,Medium,Closed,Other,Web,Mobile,DK,Other,Customer Support,,,,True,False
T000705,2026-02-11 16:55:00,Apple TV playback does not start,Playback requests on tvOS are accepted but video never starts.,High,Resolved,Playback,tvOS,Apple TV,SE,Live TV,OTT Playback,PLAYER_START,2026-02-12 03:38:00,INC0022,False,False
T000842,2026-05-10 05:44:00,High buffering on VOD,A high buffering ratio is observed across VOD sessions served by the primary CDN.,High,Resolved,CDN,Web,Browser,DK,VOD,CDN Operations,CDN_BUFFERING,2026-05-10 12:57:00,INC0041,False,False
T000195,2026-06-24 00:43:00,Login failing in Android app,Authentication requests from Android are rejected with 401 responses.,High,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-06-24 11:19:00,INC0003,False,False
T000855,2026-04-03 07:09:00,Search spelling result,Search gives an unexpected result for one misspelled title.,Low,Resolved,Other,Android,Browser,SE,Other,Customer Support,,,,True,False
T000865,2026-06-12 10:18:00,Subtitle preference reset,Subtitle language preference resets after application restart. Please investigate.,High,Closed,Other,Android,Mobile,SE,Other,Customer Support,,,,True,False
T000504,2026-05-21 08:44:00,Playback timeout on STB Please investigate.,Android TV set-top boxes report connection timeouts while starting live channels.,High,Closed,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-21 14:43:00,INC0050,False,False
T000970,2026-04-22 08:45:00,TV guide has empty slots,Customers cannot see programme titles for multiple live channels.,High,Resolved,Metadata,All,All,NO,EPG,Content Platform,EPG_MISSING,2026-04-22 10:00:00,INC0039,False,True
T000831,2026-05-16 12:05:00,Live TV timeout on Android TV,Android TV set-top boxes report connection timeouts while starting live channels.,Low,Resolved,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,2026-05-16 16:14:00,INC0036,False,False
T000580,2026-04-08 08:59:00,401 when signing in on Android,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-04-08 16:30:00,INC0018,False,False
T000969,2026-05-21 07:48:00,Android TV loses connection,Set-top boxes lose the streaming connection shortly after playback starts.,Low,Open,Network,Android TV,Set-top Box,DK,Live TV,Network Operations,TIMEOUT,,INC0050,False,True
T000163,2026-05-17 07:43:00,Login failing in Android app,The Android application does not complete login for multiple customers.,Medium,Resolved,Authentication,Android,Mobile,DK,Login,Identity,AUTH_401,2026-05-17 19:35:00,INC0049,False,False
T000909,2026-06-26 03:14:00,Volume mismatch,Volume level changes between two specific channels. Please investigate.,High,Open,Other,Tizen,Browser,DK,Other,Customer Support,,,,True,False
